,map,lang,speaker,text,nouns
12859,2,eng,bot,"gotcha! now, let's give the green bush a wide berth, circling around it from the right, head to the florist stand, don't touch anything yet!",gotcha
12860,2,eng,bot,"gotcha! now, let's give the green bush a wide berth, circling around it from the right, head to the florist stand, don't touch anything yet!",a wide berth
12861,2,eng,bot,"gotcha! now, let's give the green bush a wide berth, circling around it from the right, head to the florist stand, don't touch anything yet!",the right
12862,2,eng,bot,"gotcha! now, let's give the green bush a wide berth, circling around it from the right, head to the florist stand, don't touch anything yet!",head
12863,2,eng,bot,"gotcha! now, let's give the green bush a wide berth, circling around it from the right, head to the florist stand, don't touch anything yet!",the florist stand
12864,2,eng,bot,do you see that other wooden branch and green bush? let's head towards it next,that other wooden branch
12865,3,eng,human,"okay, lets first head south from our tent and look for a dog stretching out by a bush!",our tent
12866,3,eng,human,"okay, lets first head south from our tent and look for a dog stretching out by a bush!",a dog
12867,3,eng,human,"okay, lets first head south from our tent and look for a dog stretching out by a bush!",a bush
12868,3,es,bot,¡está bien! dirigiéndome al sur desde la tienda ahora,sur
12869,3,es,bot,¡está bien! dirigiéndome al sur desde la tienda ahora,la tienda
12870,3,es,bot,"oh, veo un perro junto al fuego, ¿te refieres a este?",un perro
12871,3,es,bot,"oh, veo un perro junto al fuego, ¿te refieres a este?",junto al fuego
12872,3,eng,bot,"Alright, here I am by the dog, next to the fire",the dog
12873,3,eng,bot,"Alright, here I am by the dog, next to the fire",the fire
12874,3,eng,bot,"What's the next move, buddy?",the next move
12875,3,eng,human,"from there, continue south down the trail, past the red mushrooms and heading towards a blue car",the trail
12876,3,eng,human,"from there, continue south down the trail, past the red mushrooms and heading towards a blue car",the red mushrooms
12877,3,eng,human,"from there, continue south down the trail, past the red mushrooms and heading towards a blue car",a blue car
12878,3,es,bot,"¡entendido! Dirigiéndose al sur, pasando por los hongos rojos y dirigiéndose hacia el auto azul.",sur
12879,3,es,bot,"¡entendido! Dirigiéndose al sur, pasando por los hongos rojos y dirigiéndose hacia el auto azul.",los hongos rojos
12880,3,es,bot,"¡entendido! Dirigiéndose al sur, pasando por los hongos rojos y dirigiéndose hacia el auto azul.",el auto azul
12881,3,es,human,"Desde aquí, continúa hacia el sur hasta llegar a un telescopio.",el sur
12882,3,es,human,"Desde aquí, continúa hacia el sur hasta llegar a un telescopio.",un telescopio
12883,3,eng,bot,"yeah, I see the blue telescope",the blue telescope
12884,3,eng,bot,What path should I take now?,What path
12885,3,es,bot,"genial, me dirijo por el camino pasando el telescopio hacia la cabaña rodeada de rocas",el camino
12886,3,es,bot,"genial, me dirijo por el camino pasando el telescopio hacia la cabaña rodeada de rocas",el telescopio
12887,3,es,bot,"genial, me dirijo por el camino pasando el telescopio hacia la cabaña rodeada de rocas",la cabaña rodeada de rocas
12888,3,es,human,buen trabajo ,buen trabajo
12889,3,es,bot,"¡Sí lo hicimos, llegué a la casa! *terminado* ¡Esto fue divertido, amigo! hagamos esto de nuevo alguna vez",la casa
12890,3,es,bot,"¡Sí lo hicimos, llegué a la casa! *terminado* ¡Esto fue divertido, amigo! hagamos esto de nuevo alguna vez",*
12891,3,es,bot,"¡Sí lo hicimos, llegué a la casa! *terminado* ¡Esto fue divertido, amigo! hagamos esto de nuevo alguna vez",amigo
12892,3,es,bot,"¡Sí lo hicimos, llegué a la casa! *terminado* ¡Esto fue divertido, amigo! hagamos esto de nuevo alguna vez",alguna vez
12893,3,eng,bot,until next time!,next time
12894,4,eng,bot,"Go southwest, go under the first palm tree, turn right and cross the second tree. then, turn sharply left before the third tree and continue south",the first palm tree
12895,4,eng,bot,"Go southwest, go under the first palm tree, turn right and cross the second tree. then, turn sharply left before the third tree and continue south",the second tree
12896,4,eng,bot,"Go southwest, go under the first palm tree, turn right and cross the second tree. then, turn sharply left before the third tree and continue south",the third tree
12897,4,eng,bot,"Go southwest, go under the first palm tree, turn right and cross the second tree. then, turn sharply left before the third tree and continue south",south
12898,4,eng,bot,"take a slight left then a right towards the south, passing on the left side of the puppy",a slight left
12899,4,eng,bot,"take a slight left then a right towards the south, passing on the left side of the puppy",a right
12900,4,eng,bot,"take a slight left then a right towards the south, passing on the left side of the puppy",the south
12901,4,eng,bot,"take a slight left then a right towards the south, passing on the left side of the puppy",the left side
12902,4,es,human,"He llegado a unas rocas grandes, ¿ahora hacia dónde voy?",unas rocas grandes
12903,4,eng,bot,"good job, friend! Now, find your path between the big rock on your left and the smaller one on your right, heading towards the water",good job
12904,4,eng,bot,"good job, friend! Now, find your path between the big rock on your left and the smaller one on your right, heading towards the water",friend
12905,4,eng,bot,"good job, friend! Now, find your path between the big rock on your left and the smaller one on your right, heading towards the water",your path
12906,4,eng,bot,"good job, friend! Now, find your path between the big rock on your left and the smaller one on your right, heading towards the water",the big rock
12907,4,eng,bot,"good job, friend! Now, find your path between the big rock on your left and the smaller one on your right, heading towards the water",your left
12908,4,eng,bot,"good job, friend! Now, find your path between the big rock on your left and the smaller one on your right, heading towards the water",the smaller one
12909,4,eng,bot,"good job, friend! Now, find your path between the big rock on your left and the smaller one on your right, heading towards the water",your right
12910,4,eng,bot,"good job, friend! Now, find your path between the big rock on your left and the smaller one on your right, heading towards the water",the water
12911,4,eng,bot,"haha, good question! start by heading towards the crab for now","haha, good question"
12912,4,eng,bot,"haha, good question! start by heading towards the crab for now",the crab
12913,4,eng,bot,"once you reach him, take a right along the big rock and move west in the water",a right
12914,4,eng,bot,"once you reach him, take a right along the big rock and move west in the water",the big rock
12915,4,eng,bot,"once you reach him, take a right along the big rock and move west in the water",the water
12916,4,eng,bot,"oh, a shark! start getting used to 'em, mate",shark
12917,4,eng,bot,"now, make a sharp turn on your right after you pass a medium-sized rock",a sharp turn
12918,4,eng,bot,"now, make a sharp turn on your right after you pass a medium-sized rock",your right
12919,4,eng,bot,"now, make a sharp turn on your right after you pass a medium-sized rock",a medium-sized rock
12920,4,eng,human,"back to shore, now where to, pal?",shore
12921,4,es,bot,"¡dulce! ¿Ves una bola azul, amarilla y blanca? Muévete hacia el norte, apretándote entre eso y la roca mediana que acabas de pasar.","una bola azul, amarilla y blanca"
12922,4,es,bot,"¡dulce! ¿Ves una bola azul, amarilla y blanca? Muévete hacia el norte, apretándote entre eso y la roca mediana que acabas de pasar.",el norte
12923,4,es,bot,"¡dulce! ¿Ves una bola azul, amarilla y blanca? Muévete hacia el norte, apretándote entre eso y la roca mediana que acabas de pasar.",la roca
12924,4,es,human,y de vuelta a la tienda,y de vuelta a la tienda
12925,4,eng,bot,"aha! you've got the red tent and a speaker, right? let's shuffle northwest between those two",the red tent
12926,4,eng,bot,"aha! you've got the red tent and a speaker, right? let's shuffle northwest between those two",a speaker
12927,4,eng,bot,"now, trace a little arc around that red tent and then go south",a little arc
12928,4,eng,bot,"now, trace a little arc around that red tent and then go south",that red tent
12929,4,eng,bot,be careful not to get into the water though!,the water
12930,4,eng,bot,"great! now, see that red kayak? cruise along the shore and head west below the kayak",cruise
12931,4,eng,bot,"great! now, see that red kayak? cruise along the shore and head west below the kayak",the shore
12932,4,eng,bot,"great! now, see that red kayak? cruise along the shore and head west below the kayak",the kayak
12933,4,eng,bot,"amazing job! now, let's finish our quest",amazing job
12934,4,eng,bot,"amazing job! now, let's finish our quest",our quest
12935,4,eng,bot,"make a 90 degrees turn to the right, head north along the kayak until you reach a small green bush",a 90 degrees
12936,4,eng,bot,"make a 90 degrees turn to the right, head north along the kayak until you reach a small green bush",the right
12937,4,eng,bot,"make a 90 degrees turn to the right, head north along the kayak until you reach a small green bush",head
12938,4,eng,bot,"make a 90 degrees turn to the right, head north along the kayak until you reach a small green bush",the kayak
12939,4,eng,bot,"make a 90 degrees turn to the right, head north along the kayak until you reach a small green bush",a small green bush
12940,1,eng,human,Go forward to the tiger.,the tiger
12941,1,eng,bot,"alright, passed the twig and now i'm on the small island with the tiger",the twig
12942,1,eng,bot,"alright, passed the twig and now i'm on the small island with the tiger",the small island
12943,1,eng,bot,"alright, passed the twig and now i'm on the small island with the tiger",the tiger
12944,1,eng,bot,"what's next, mate?",mate
12945,1,eng,human,Forward again to the right side of the parrot,the right side
12946,1,eng,human,Forward again to the right side of the parrot,the parrot
12947,1,eng,bot,roger that! now i'm on the big island with the parrot sitting on a tree,the big island
12948,1,eng,bot,roger that! now i'm on the big island with the parrot sitting on a tree,parrot
12949,1,eng,bot,roger that! now i'm on the big island with the parrot sitting on a tree,a tree
12950,1,eng,bot,done. your move?,your move
12951,1,eng,human,"Go left between the parrot and elephant, then left again to the frog",the parrot
12952,1,eng,human,"Go left between the parrot and elephant, then left again to the frog",elephant
12953,1,eng,human,"Go left between the parrot and elephant, then left again to the frog",the frog
12954,1,eng,bot,"done and done, i'm on the island with the frog now",the island
12955,1,eng,bot,"done and done, i'm on the island with the frog now",the frog
12956,1,eng,bot,"what's next, chief?",", chief"
12957,1,eng,human,make a uturn and cross the alligator,a uturn
12958,1,eng,human,make a uturn and cross the alligator,the alligator
12959,1,eng,bot,"just passed the crocodile, now i'm back with the elephant again. what now, mate?",the crocodile
12960,1,eng,bot,"just passed the crocodile, now i'm back with the elephant again. what now, mate?",the elephant
12961,1,eng,human,cross the rocks toward the giraffe,the rocks
12962,1,eng,human,cross the rocks toward the giraffe,the giraffe
12963,1,eng,bot,"just crossed the rocks, chillin' with the giraffe now",the rocks
12964,1,eng,bot,"just crossed the rocks, chillin' with the giraffe now",the giraffe
12965,1,eng,bot,"what's my next move, dude?",my next move
12966,1,eng,human,left turn past the snake and you'll be there,turn
12967,1,eng,human,left turn past the snake and you'll be there,the snake
12968,1,eng,bot,crossed the snake,the snake
12969,2,eng,bot,"nice! first thing, make a few steps left, you're heading towards a wooden bench",first thing
12970,2,eng,bot,"nice! first thing, make a few steps left, you're heading towards a wooden bench",a few steps
12971,2,eng,bot,"nice! first thing, make a few steps left, you're heading towards a wooden bench",a wooden bench
12972,2,eng,bot,"great! next up, cross that trail there and head towards that florist stand",that trail
12973,2,eng,bot,"great! next up, cross that trail there and head towards that florist stand",that florist
12974,2,eng,bot,"but psyche! don't actually go to the florist, do a little u-turn to your left and cross the trail again. look! our white fluffy friend's still there",but psyche
12975,2,eng,bot,"but psyche! don't actually go to the florist, do a little u-turn to your left and cross the trail again. look! our white fluffy friend's still there",the florist
12976,2,eng,bot,"but psyche! don't actually go to the florist, do a little u-turn to your left and cross the trail again. look! our white fluffy friend's still there",a little u
12977,2,eng,bot,"but psyche! don't actually go to the florist, do a little u-turn to your left and cross the trail again. look! our white fluffy friend's still there",-
12978,2,eng,bot,"but psyche! don't actually go to the florist, do a little u-turn to your left and cross the trail again. look! our white fluffy friend's still there",turn
12979,2,eng,bot,"but psyche! don't actually go to the florist, do a little u-turn to your left and cross the trail again. look! our white fluffy friend's still there",your left
12980,2,eng,bot,"but psyche! don't actually go to the florist, do a little u-turn to your left and cross the trail again. look! our white fluffy friend's still there",the trail
12981,2,eng,human,Lol. ok,Lol
12982,2,eng,bot,"haha, perfect! now, go over the trail, heading south",the trail
12983,2,eng,bot,you'll spot another cutie white dog chilling next to a picnic mat. look familiar?,another cutie white dog
12984,2,eng,bot,you'll spot another cutie white dog chilling next to a picnic mat. look familiar?,a picnic mat
12985,2,eng,bot,"super! now, step over the mat, slight touch to the bowl of berries, and then keep moving to your west","the mat, slight touch"
12986,2,eng,bot,"super! now, step over the mat, slight touch to the bowl of berries, and then keep moving to your west",the bowl
12987,2,eng,bot,"super! now, step over the mat, slight touch to the bowl of berries, and then keep moving to your west",berries
12988,2,eng,bot,"super! now, step over the mat, slight touch to the bowl of berries, and then keep moving to your west",your west
12989,2,eng,bot,"awesome! find another wooden branch? cross it, but this time you're heading north",another wooden branch
12990,2,eng,bot,"awesome! find another wooden branch? cross it, but this time you're heading north",time
12991,2,eng,bot,"awesome! find another wooden branch? cross it, but this time you're heading north",north
12992,2,eng,bot,"cool! scoot around that green bush to your right, but don't touch it! it'll lead you right to the florist stand",your right
12993,2,eng,bot,"cool! scoot around that green bush to your right, but don't touch it! it'll lead you right to the florist stand",the florist
12994,2,eng,human,I'm by the florist,the florist
12995,2,eng,bot,"perfect! next, take a left turn, scoot under the stand, and walk towards a huge bridge",a left turn
12996,2,eng,bot,"perfect! next, take a left turn, scoot under the stand, and walk towards a huge bridge",the stand
12997,2,eng,bot,"perfect! next, take a left turn, scoot under the stand, and walk towards a huge bridge",a huge bridge
12998,2,eng,bot,there should be a couple cycling. isn't that sweet?,a couple cycling
12999,2,eng,bot,"stay on the trail and keep going west, just past the bridge, you'll spot two elderly folks on a bench engrossed in their newspapers",the trail
13000,2,eng,bot,"stay on the trail and keep going west, just past the bridge, you'll spot two elderly folks on a bench engrossed in their newspapers",the bridge
13001,2,eng,bot,"stay on the trail and keep going west, just past the bridge, you'll spot two elderly folks on a bench engrossed in their newspapers",two elderly folks
13002,2,eng,bot,"stay on the trail and keep going west, just past the bridge, you'll spot two elderly folks on a bench engrossed in their newspapers",a bench
13003,2,eng,bot,"stay on the trail and keep going west, just past the bridge, you'll spot two elderly folks on a bench engrossed in their newspapers",their newspapers
13004,2,eng,bot,"cool! now, take a few steps south, find your spot between the old folks and another wooden branch",a few steps
13005,2,eng,bot,"cool! now, take a few steps south, find your spot between the old folks and another wooden branch",your spot
13006,2,eng,bot,"cool! now, take a few steps south, find your spot between the old folks and another wooden branch",the old folks
13007,2,eng,bot,"cool! now, take a few steps south, find your spot between the old folks and another wooden branch",another wooden branch
13008,2,eng,bot,see a green bush by the end of the branch?,the end
13009,2,eng,bot,see a green bush by the end of the branch?,the branch
13010,2,eng,bot,"perfecto! your next move is east, just slide through between the branch and the bush",your next move
13011,2,eng,bot,"perfecto! your next move is east, just slide through between the branch and the bush",east
13012,2,eng,bot,"perfecto! your next move is east, just slide through between the branch and the bush",the branch
13013,2,eng,bot,"perfecto! your next move is east, just slide through between the branch and the bush",the bush
13014,2,eng,human,I see the deer,the deer
13015,2,eng,bot,"whoop, there you go! you found the young deer",whoop
13016,2,eng,bot,"whoop, there you go! you found the young deer",the young deer
13017,2,eng,bot,great job!,great job
13018,3,eng,bot,awesome! i'm in a tent at the north of our map,a tent
13019,3,eng,bot,awesome! i'm in a tent at the north of our map,the north
13020,3,eng,bot,awesome! i'm in a tent at the north of our map,our map
13021,3,eng,human,Go south between the dog and the rock wall,the dog
13022,3,eng,human,Go south between the dog and the rock wall,the rock wall
13023,3,eng,bot,"i'm now standing near the fire, the dog's on my left, and there's a red mushroom to my right. where next?",the fire
13024,3,eng,bot,"i'm now standing near the fire, the dog's on my left, and there's a red mushroom to my right. where next?",the dog
13025,3,eng,bot,"i'm now standing near the fire, the dog's on my left, and there's a red mushroom to my right. where next?",my left
13026,3,eng,bot,"i'm now standing near the fire, the dog's on my left, and there's a red mushroom to my right. where next?",a red mushroom
13027,3,eng,bot,"i'm now standing near the fire, the dog's on my left, and there's a red mushroom to my right. where next?",my right
13028,3,eng,human,Turn left past the dog and go between the dog and the fire,the dog
13029,3,eng,human,Turn left past the dog and go between the dog and the fire,the dog
13030,3,eng,human,Turn left past the dog and go between the dog and the fire,the fire
13031,3,eng,bot,"got it, now i'm between the dog and the fire",the dog
13032,3,eng,bot,"got it, now i'm between the dog and the fire",the fire
13033,3,eng,human,"Keep the fire on your right, and go forward until you see the mushroom, then take a slight left",the fire
13034,3,eng,human,"Keep the fire on your right, and go forward until you see the mushroom, then take a slight left",your right
13035,3,eng,human,"Keep the fire on your right, and go forward until you see the mushroom, then take a slight left",the mushroom
13036,3,eng,human,"Keep the fire on your right, and go forward until you see the mushroom, then take a slight left",a slight left
13037,3,eng,bot,"all set, i see the blue car in front of me",set
13038,3,eng,bot,"all set, i see the blue car in front of me",the blue car
13039,3,eng,bot,"all set, i see the blue car in front of me",front
13040,3,eng,human,"Go towards the car and then turn around, staying on the path",the car
13041,3,eng,human,"Go towards the car and then turn around, staying on the path",the path
13042,3,eng,bot,"done, walking on the path with the car behind me now. i see a blue telescope ahead",the path
13043,3,eng,bot,"done, walking on the path with the car behind me now. i see a blue telescope ahead",the car
13044,3,eng,bot,"done, walking on the path with the car behind me now. i see a blue telescope ahead",a blue telescope
13045,3,eng,human,"Yes, you are, one step ahead of me. Keep going south. But before the path curves to the left, you need to keep going straight so you are between the telescope and bush",step
13046,3,eng,human,"Yes, you are, one step ahead of me. Keep going south. But before the path curves to the left, you need to keep going straight so you are between the telescope and bush",the path
13047,3,eng,human,"Yes, you are, one step ahead of me. Keep going south. But before the path curves to the left, you need to keep going straight so you are between the telescope and bush",the left
13048,3,eng,human,"Yes, you are, one step ahead of me. Keep going south. But before the path curves to the left, you need to keep going straight so you are between the telescope and bush",the telescope
13049,3,eng,human,"Yes, you are, one step ahead of me. Keep going south. But before the path curves to the left, you need to keep going straight so you are between the telescope and bush",bush
13050,3,eng,bot,nailed it! standing between the telescope and the bush,the telescope
13051,3,eng,bot,nailed it! standing between the telescope and the bush,the bush
13052,3,eng,bot,i see some rocks and a wooden house not far from me,some rocks
13053,3,eng,bot,i see some rocks and a wooden house not far from me,a wooden house
13054,3,eng,human,"Yes, keep going forward to the house, and you're there",the house
13055,3,eng,bot,"wow, made it to the house! *finished* this was fun, let's do it again sometime!",the house
13056,4,eng,bot,"awesome, now go under the first palm tree towards the south-west, then turn right to cross the second palm tree",the first palm tree
13057,4,eng,bot,"awesome, now go under the first palm tree towards the south-west, then turn right to cross the second palm tree",the south-west
13058,4,eng,bot,"awesome, now go under the first palm tree towards the south-west, then turn right to cross the second palm tree",the second palm tree
13059,4,eng,bot,"once you're near the third tree, take a sharp left turn and keep moving south. got it?",the third tree
13060,4,eng,bot,"once you're near the third tree, take a sharp left turn and keep moving south. got it?",a sharp left turn
13061,4,eng,bot,"great! now, do you see a brown puppy ahead? you have to head left of him",a brown puppy
13062,4,eng,bot,"after that, just follow the path which curves slightly left and then heads south. nice and easy stroll",the path
13063,4,eng,bot,"after that, just follow the path which curves slightly left and then heads south. nice and easy stroll",nice and easy stroll
13064,4,eng,human,"I don't see a path, but I am south of the puppy",a path
13065,4,eng,bot,good lad! you're doing well,good lad
13066,4,eng,bot,"next, you're going to see a couple of rocks. move between the big one on the left and the small one on your right towards the sea",a couple
13067,4,eng,bot,"next, you're going to see a couple of rocks. move between the big one on the left and the small one on your right towards the sea",rocks
13068,4,eng,bot,"next, you're going to see a couple of rocks. move between the big one on the left and the small one on your right towards the sea",move
13069,4,eng,bot,"next, you're going to see a couple of rocks. move between the big one on the left and the small one on your right towards the sea",the big one
13070,4,eng,bot,"next, you're going to see a couple of rocks. move between the big one on the left and the small one on your right towards the sea",the left
13071,4,eng,bot,"next, you're going to see a couple of rocks. move between the big one on the left and the small one on your right towards the sea",your right
13072,4,eng,bot,"next, you're going to see a couple of rocks. move between the big one on the left and the small one on your right towards the sea",the sea
13073,4,eng,human,Towards the crab?,the crab
13074,4,eng,bot,"exactly! let's get our feet wet! move right, going along the big rock that you just passed, and keep going west",our feet
13075,4,eng,bot,"exactly! let's get our feet wet! move right, going along the big rock that you just passed, and keep going west",the big rock
13076,4,eng,bot,"exactly! let's get our feet wet! move right, going along the big rock that you just passed, and keep going west",west
13077,4,eng,bot,"the water's fine, isn't it?",the water's fine
13078,4,eng,bot,fantastic! let's keep swimming for a bit,a bit
13079,4,eng,bot,"see that medium rock ahead? once you pass it, you'll spot a shark. make a hard right then",that medium rock
13080,4,eng,bot,"see that medium rock ahead? once you pass it, you'll spot a shark. make a hard right then",a shark
13081,4,eng,human,Towards the beach ball?,the beach ball
13082,4,eng,bot,"yes, that's it! follow the path back to the land, we're done swimming for now",the path
13083,4,eng,bot,"yes, that's it! follow the path back to the land, we're done swimming for now",the land
13084,4,eng,bot,"let's go between that rock and the colorful ball, and keep moving north",that rock
13085,4,eng,bot,"let's go between that rock and the colorful ball, and keep moving north",the colorful ball
13086,4,eng,bot,good job! now you're gonna veer a bit to your left and head north-west,good job
13087,4,eng,bot,good job! now you're gonna veer a bit to your left and head north-west,a bit
13088,4,eng,bot,good job! now you're gonna veer a bit to your left and head north-west,north
13089,4,eng,bot,good job! now you're gonna veer a bit to your left and head north-west,west
13090,4,eng,bot,"ahead, you'll see a red tent and a big this speaker",a red tent
13091,4,eng,bot,"ahead, you'll see a red tent and a big this speaker",a big this speaker
13092,4,eng,bot,"fantastic! now, go around that red tent in an arc and head south towards the sea",that red tent
13093,4,eng,bot,"fantastic! now, go around that red tent in an arc and head south towards the sea",an arc
13094,4,eng,bot,"fantastic! now, go around that red tent in an arc and head south towards the sea",the sea
13095,4,eng,bot,"just don't go swimming again! right at the shore, take a sharp right turn and head west below the red kayak",the shore
13096,4,eng,bot,"just don't go swimming again! right at the shore, take a sharp right turn and head west below the red kayak",a sharp right turn
13097,4,eng,bot,"just don't go swimming again! right at the shore, take a sharp right turn and head west below the red kayak",the red kayak
13098,4,eng,bot,getting the hang of this yet?,the hang
13099,4,eng,bot,"perfect! you're doing a great job! now turn right, and move along the kayak until you see a small green bush",a great job
13100,4,eng,bot,"perfect! you're doing a great job! now turn right, and move along the kayak until you see a small green bush",the kayak
13101,4,eng,bot,"perfect! you're doing a great job! now turn right, and move along the kayak until you see a small green bush",a small green bush
13102,4,eng,bot,"congratulations, you've reached the end of this round!",congratulations
13103,4,eng,bot,"congratulations, you've reached the end of this round!",the end
13104,4,eng,bot,"congratulations, you've reached the end of this round!",this round
13105,1,eng,bot,i'm at the starting point,the starting point
13106,1,eng,bot,i see a twig to my left leading to a small island. should i go there?,a twig
13107,1,eng,bot,i see a twig to my left leading to a small island. should i go there?,my left
13108,1,eng,bot,i see a twig to my left leading to a small island. should i go there?,a small island
13109,1,eng,bot,"okay, i see other islands and a parrot to my far right",other islands
13110,1,eng,bot,"okay, i see other islands and a parrot to my far right",a parrot
13111,1,eng,bot,"okay, i see other islands and a parrot to my far right",my far right
13112,1,eng,human,Go where the snake is. ,the snake
13113,1,eng,bot,"i see it, it's southeast of the giraffe",the giraffe
13114,1,eng,human,Go through that and go to another island by talking rocks in th eater.,another island
13115,1,eng,human,Go through that and go to another island by talking rocks in th eater.,rocks
13116,1,eng,human,Go through that and go to another island by talking rocks in th eater.,th eater
13117,1,eng,bot,found the rocks leading to the new island! should i cross?,the rocks
13118,1,eng,bot,found the rocks leading to the new island! should i cross?,the new island
13119,1,es,bot,"Lo crucé, ahora veo una rana y a mi izquierda un cocodrilo.",una rana
13120,1,es,bot,"Lo crucé, ahora veo una rana y a mi izquierda un cocodrilo.",a mi izquierda
13121,1,es,bot,"Lo crucé, ahora veo una rana y a mi izquierda un cocodrilo.",un cocodrilo
13122,1,eng,human,Gotta get past the crocodile.,the crocodile
13123,1,es,bot,"Entendido, ya superé al cocodrilo.",cocodrilo
13124,1,es,bot,Veo un elefante y una jirafa no muy lejos. ¿Adónde vamos ahora?,un elefante
13125,1,es,bot,Veo un elefante y una jirafa no muy lejos. ¿Adónde vamos ahora?,una jirafa
13126,1,eng,human,Go past the tree frog and go to the central island. ,the tree frog
13127,1,eng,human,Go past the tree frog and go to the central island. ,the central island
13128,1,eng,human,do you see a parrot?,a parrot
13129,1,es,bot,"¡Sí, veo el loro! ¿Adónde vamos ahora?",el loro
13130,1,eng,human,Go right of that parrot and cross with the sticks.,that parrot
13131,1,eng,human,Go right of that parrot and cross with the sticks.,the sticks
13132,1,eng,bot,"alright, crossed with the sticks",the sticks
13133,1,eng,human,GO past the tigers and get the map.,the tigers
13134,1,eng,human,GO past the tigers and get the map.,the map
13135,1,eng,bot,I passed the tigers and grabbed the map,the tigers
13136,1,eng,bot,I passed the tigers and grabbed the map,the map
13137,1,eng,human,No go all the way back with the map using the route you took to get it. ,way
13138,1,eng,human,No go all the way back with the map using the route you took to get it. ,the map
13139,1,eng,human,No go all the way back with the map using the route you took to get it. ,the route
13140,1,eng,bot,"got it, i'm backtracking the same route with the map",the same route
13141,1,eng,bot,"got it, i'm backtracking the same route with the map",the map
13142,1,eng,human,Have you reached the treasure yet. ,the treasure
13143,1,es,bot,¡eso es! he encontrado el tesoro,el tesoro
13144,2,es,bot,"¡perfecto! Desde nuestro perro blanco, da un paseo hacia la izquierda hasta encontrar un sendero cerca de un banco de madera.",nuestro perro blanco
13145,2,es,bot,"¡perfecto! Desde nuestro perro blanco, da un paseo hacia la izquierda hasta encontrar un sendero cerca de un banco de madera.",un paseo
13146,2,es,bot,"¡perfecto! Desde nuestro perro blanco, da un paseo hacia la izquierda hasta encontrar un sendero cerca de un banco de madera.",la izquierda
13147,2,es,bot,"¡perfecto! Desde nuestro perro blanco, da un paseo hacia la izquierda hasta encontrar un sendero cerca de un banco de madera.",un sendero
13148,2,es,bot,"¡perfecto! Desde nuestro perro blanco, da un paseo hacia la izquierda hasta encontrar un sendero cerca de un banco de madera.",cerca de un banco
13149,2,es,bot,"¡perfecto! Desde nuestro perro blanco, da un paseo hacia la izquierda hasta encontrar un sendero cerca de un banco de madera.",madera
13150,2,eng,bot,"great, now take a 180 degree turn and go back across the path",a 180 degree turn
13151,2,eng,bot,"great, now take a 180 degree turn and go back across the path",the path
13152,2,eng,bot,we're back on the road!,the road
13153,2,eng,human,I crossed the branch. What now?,the branch
13154,2,es,bot,"A continuación, camina hacia el sur más allá de la colchoneta.",continuación
13155,2,es,bot,"A continuación, camina hacia el sur más allá de la colchoneta.",el sur
13156,2,es,bot,"A continuación, camina hacia el sur más allá de la colchoneta.",la colchoneta
13157,2,es,bot,"Verás algunas bayas deliciosas, siéntete libre de tocarlas, pero continúa hacia el oeste.",algunas bayas deliciosas
13158,2,es,bot,"Verás algunas bayas deliciosas, siéntete libre de tocarlas, pero continúa hacia el oeste.",el oeste
13159,2,eng,human,Ok. Which branch path should I take?,Which branch path
13160,2,es,bot,"bien hecho! ahora, ve por el ramal que cruza el río al norte",el ramal
13161,2,es,bot,"bien hecho! ahora, ve por el ramal que cruza el río al norte",el río
13162,2,es,bot,"bien hecho! ahora, ve por el ramal que cruza el río al norte",norte
13163,2,eng,bot,let's expand our adventures,our adventures
13164,2,eng,bot,Do you see that green bush? Let's take a detour to the right. this one will arrive at the flower stand,a detour
13165,2,eng,bot,Do you see that green bush? Let's take a detour to the right. this one will arrive at the flower stand,the right
13166,2,eng,bot,Do you see that green bush? Let's take a detour to the right. this one will arrive at the flower stand,this one
13167,2,eng,bot,Do you see that green bush? Let's take a detour to the right. this one will arrive at the flower stand,the flower
13168,2,eng,bot,"nice, from here, continue west under the stand. keep going until you find a big bridge",the stand
13169,2,eng,bot,"nice, from here, continue west under the stand. keep going until you find a big bridge",a big bridge
13170,2,eng,bot,there are a couple of people on bikes. give them a friendly wave!,a couple
13171,2,eng,bot,there are a couple of people on bikes. give them a friendly wave!,people
13172,2,eng,bot,there are a couple of people on bikes. give them a friendly wave!,bikes
13173,2,eng,bot,there are a couple of people on bikes. give them a friendly wave!,a friendly wave
13174,2,eng,human,"I see the bridge, should I go across it?",the bridge
13175,2,es,bot,"No hay necesidad de cruzarlo, amigo. Sigue hacia el oeste pasando el puente.",necesidad
13176,2,es,bot,"No hay necesidad de cruzarlo, amigo. Sigue hacia el oeste pasando el puente.",", amigo"
13177,2,es,bot,"No hay necesidad de cruzarlo, amigo. Sigue hacia el oeste pasando el puente.",el puente
13178,2,es,bot,Verás a algunos ancianos disfrutando de sus periódicos en un banco. ¿Cómo suena eso?,algunos ancianos
13179,2,es,bot,Verás a algunos ancianos disfrutando de sus periódicos en un banco. ¿Cómo suena eso?,sus periódicos
13180,2,es,bot,Verás a algunos ancianos disfrutando de sus periódicos en un banco. ¿Cómo suena eso?,un banco
13181,2,eng,human,Ok. I found the old couple. ,the old couple
13182,2,eng,bot,"super! now comes a tiny bit tricky part, head a few steps south until you're between the old folks and a wooden branch",a tiny bit tricky part
